course_name,concept,wikidata_qid,wikidata_label,wikidata_description,wikidata_url
Computer networks,spanning tree protocol,Q852555,Spanning Tree Protocol,network protocol that builds a loop-free logical topology for Ethernet networks,https://www.wikidata.org/wiki/Q852555
Computer networks,ip addressing,,,,
Computer networks,arp,Q977081,Arp,"city in Smith County, Texas, United States",https://www.wikidata.org/wiki/Q977081
Computer networks,ethernet switch,Q2033353,Cisco Catalyst,ethernet switch,https://www.wikidata.org/wiki/Q2033353
Computer networks,fibre channel,Q376827,Fibre Channel,computer storage networking technology,https://www.wikidata.org/wiki/Q376827
Computer networks,token ring,Q207971,token ring,technology developed by IBM for local area networks,https://www.wikidata.org/wiki/Q207971
Computer networks,fddi,Q181382,Fiber Distributed Data Interface,standard for data transmission in a local area network,https://www.wikidata.org/wiki/Q181382
Computer networks,llc,Q149789,limited liability company,US form of a private limited company,https://www.wikidata.org/wiki/Q149789
Computer networks,snap,Q27022329,Snap Inc.,American multinational technology company,https://www.wikidata.org/wiki/Q27022329
Computer networks,internet protocol,Q8795,Internet Protocol,communication protocol that allows connections between networks,https://www.wikidata.org/wiki/Q8795
Computer networks,ip protocol,Q81414,Internet protocol suite,framework for communication protocols used in IP networking,https://www.wikidata.org/wiki/Q81414
Computer networks,ip datagram,Q11163,User Datagram Protocol,principal protocol used for transmission of datagrams across an IP network,https://www.wikidata.org/wiki/Q11163
Computer networks,ip routing,Q5973191,IP forwarding,process used to determine which path a packet or datagram can be sent,https://www.wikidata.org/wiki/Q5973191
Computer networks,ip packet fragmentation,Q1332338,IP fragmentation,division of datagrams to allow packets to pass through a link with a smaller MTU,https://www.wikidata.org/wiki/Q1332338
Computer networks,ip encapsulation,Q5973201,IP in IP,Internet protocol,https://www.wikidata.org/wiki/Q5973201
Computer networks,icmp,Q13162,Internet Control Message Protocol,"core protocol of the Internet Protocol suite, mainly used on IPv4 networks to indicate error messages in network operations",https://www.wikidata.org/wiki/Q13162
Computer networks,ipv6 protocol,Q11089,IPv6 deployment,degree of adoption of the IPv6 protocol on the Internet,https://www.wikidata.org/wiki/Q11089
Computer networks,tcp protocol,Q8803,Transmission Control Protocol,principal protocol used to stream data across an IP network,https://www.wikidata.org/wiki/Q8803
Computer networks,udp protocol,Q7850165,Tsunami UDP Protocol,UDP-based network file transfer protocol,https://www.wikidata.org/wiki/Q7850165
Computer networks,ipx,Q855158,IPX,protocol mainly used for Novell computer networking,https://www.wikidata.org/wiki/Q855158
Computer networks,rtp protocol,Q321213,Real-time Transport Protocol,protocol for delivering audio and video over IP networks,https://www.wikidata.org/wiki/Q321213
Computer networks,multicast,Q899288,multicast,computer networking technique for forwarding transmissions from one sender to multiple receivers,https://www.wikidata.org/wiki/Q899288
Computer networks,reverse path forwarding,Q2421874,Reverse-Path Forwarding,Multicast routing technique to minimize loops and enhance security,https://www.wikidata.org/wiki/Q2421874
Computer networks,igmp,Q14149,Internet Group Management Protocol,Primary protocol for establishing multicast group memberships on IPv4 networks. ICMPv6 is used for IPv6 networks.,https://www.wikidata.org/wiki/Q14149
Computer networks,pim protocol,Q782752,Protocol-Independent Multicast,Multicast routing protocol,https://www.wikidata.org/wiki/Q782752
Computer networks,router,Q5318,router,device that connects computer networks,https://www.wikidata.org/wiki/Q5318
Computer networks,access control list,Q338966,access-control list,list associated with a computing system resource that specifies which users or groups are permitted to perform specified operations,https://www.wikidata.org/wiki/Q338966
Computer networks,dhcp,Q11166,Dynamic Host Configuration Protocol,computer network protocol,https://www.wikidata.org/wiki/Q11166
Computer networks,snmp,Q184230,Simple Network Management Protocol,series of computer network protocols for managing systems connected to a network,https://www.wikidata.org/wiki/Q184230
Computer networks,cidr,Q646589,Classless Inter-Domain Routing,method for IP address allocation and routing,https://www.wikidata.org/wiki/Q646589
Computer networks,routing table,Q290066,routing table,data table stored in a router or a networked computer; lists the routes (and sometimes distances) to particular network destinations,https://www.wikidata.org/wiki/Q290066
Computer networks,static routing,Q1119410,static routing,use of fixed routes for routing in networks,https://www.wikidata.org/wiki/Q1119410
Computer networks,dynamic routing protocol,Q28455154,Route redistribution,dynamic routing protocol,https://www.wikidata.org/wiki/Q28455154
Computer networks,rip,Q207580,Routing Information Protocol,computer network protocol,https://www.wikidata.org/wiki/Q207580
Computer networks,igrp,Q784844,Interior Gateway Routing Protocol,routing protocol,https://www.wikidata.org/wiki/Q784844
Computer networks,eigrp,,,,
Computer networks,ospf,Q220169,Open Shortest Path First,Internet protocol,https://www.wikidata.org/wiki/Q220169
Computer networks,is-is protocol,Q53755957,Git Wire Protocol,communications protocol which is used by git revision control software,https://www.wikidata.org/wiki/Q53755957
Computer networks,network address translation,Q11182,network address translation,protocol facilitating connection of one IP address space to another,https://www.wikidata.org/wiki/Q11182
Computer networks,service level agreement,Q869830,service-level agreement,official commitment between a service provider and a customer,https://www.wikidata.org/wiki/Q869830
Computer networks,hsrp,Q1630757,Hot Standby Router Protocol,computer network protocol,https://www.wikidata.org/wiki/Q1630757
Computer networks,vrrp,Q1244243,Virtual Router Redundancy Protocol,an inter-router protocol for the configuration and management of redundancy for virtual routers,https://www.wikidata.org/wiki/Q1244243
Computer networks,bgp protocol,Q11155,Border Gateway Protocol,protocol for communicating routing information on the Internet,https://www.wikidata.org/wiki/Q11155
Computer networks,autonomous system,Q749245,autonomous system,collection of connected Internet Protocol (IP) routing prefixes under the control of one or more network operators,https://www.wikidata.org/wiki/Q749245
Computer networks,multiprotocol label switching,Q677023,Multiprotocol Label Switching,network routing scheme based on labels identifying paths,https://www.wikidata.org/wiki/Q677023
Computer networks,vpn,Q170963,virtual private network,"virtual network extending a single private network across a public network like the Internet, appearing to users as a private network",https://www.wikidata.org/wiki/Q170963
Computer networks,physical medium,Q3382010,physical medium attachment sublayer,part of a communications system physical device (PHY),https://www.wikidata.org/wiki/Q3382010
Computer networks,coaxial cable,Q183389,coaxial cable,type of cable,https://www.wikidata.org/wiki/Q183389
Computer networks,copper pair,Q115102127,Single Pair Ethernet,Transmission of Ethernet via a pair of copper wires,https://www.wikidata.org/wiki/Q115102127
Computer networks,fiber optic,Q1529430,fiber-optic communication,method of transmitting information from one place to another by sending pulses of light through an optical fiber,https://www.wikidata.org/wiki/Q1529430
